                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4817,                 2.3626,                 1.4917,                0.04137,                0.43579,                0.03625,                0.01683,                 1.6753,                 10.183,                 2.0506,             0.00065608,             0.00065608,             0.00065608
